Crime level,Crime level code,Neighbourhood,ATM,Accessories Store,Afghan Restaurant,African Restaurant,Airport,Airport Lounge,American Restaurant,Amphitheater,Animal Shelter,Antique Shop,Aquarium,Arcade,Argentinian Restaurant,Art Gallery,Art Museum,Arts & Crafts Store,Asian Restaurant,Athletics & Sports,Auto Dealership,Auto Garage,Automotive Shop,BBQ Joint,Baby Store,Badminton Court,Bagel Shop,Bakery,Bank,Bar,Baseball Field,Baseball Stadium,Basketball Court,Basketball Stadium,Beach,Beach Bar,Beer Bar,Beer Store,Belgian Restaurant,Big Box Store,Bike Shop,Bistro,Boat or Ferry,Bookstore,Botanical Garden,Boutique,Bowling Alley,Brazilian Restaurant,Breakfast Spot,Brewery,Bridal Shop,Bridge,Bubble Tea Shop,Building,Burger Joint,Burrito Place,Bus Line,Bus Station,Bus Stop,Business Service,Butcher,Cafeteria,Café,Cajun / Creole Restaurant,Camera Store,Campground,Cantonese Restaurant,Caribbean Restaurant,Casino,Castle,Cemetery,Cheese Shop,Chinese Restaurant,Chiropractor,Chocolate Shop,Churrascaria,Circus,Climbing Gym,Clothing Store,Cocktail Bar,Coffee Shop,College Gym,College Quad,College Rec Center,Comedy Club,Comfort Food Restaurant,Comic Shop,Concert Hall,Convenience Store,Cosmetics Shop,Costume Shop,Coworking Space,Creperie,Cuban Restaurant,Cupcake Shop,Curling Ice,Dance Studio,Deli / Bodega,Department Store,Dessert Shop,Dim Sum Restaurant,Diner,Discount Store,Dive Bar,Dog Run,Doner Restaurant,Donut Shop,Drugstore,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Electronics Store,Ethiopian Restaurant,Event Space,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Financial or Legal Service,Fish & Chips Shop,Fish Market,Flea Market,Flower Shop,Food,Food & Drink Shop,Food Court,Food Stand,Food Truck,Fountain,French Restaurant,Fried Chicken Joint,Frozen Yogurt Shop,Fruit & Vegetable Store,Furniture / Home Store,Gaming Cafe,Garden,Gas Station,Gastropub,Gay Bar,General Entertainment,German Restaurant,Gift Shop,Go Kart Track,Golf Course,Gourmet Shop,Government Building,Greek Restaurant,Grocery Store,Gym,Gym / Fitness Center,Gym Pool,Hakka Restaurant,Harbor / Marina,Hardware Store,Hawaiian Restaurant,Health & Beauty Service,Health Food Store,High School,Historic Site,History Museum,Hobby Shop,Hockey Arena,Home Service,Hong Kong Restaurant,Hookah Bar,Hospital,Hostel,Hot Dog Joint,Hotel,Hotel Bar,Hotpot Restaurant,Hungarian Restaurant,IT Services,Ice Cream Shop,Indian Chinese Restaurant,Indian Restaurant,Indie Movie Theater,Indie Theater,Indonesian Restaurant,Indoor Play Area,Intersection,Irish Pub,Italian Restaurant,Japanese Restaurant,Jazz Club,Jewelry Store,Jewish Restaurant,Juice Bar,Kids Store,Kitchen Supply Store,Korean Restaurant,Lake,Latin American Restaurant,Laundromat,Leather Goods Store,Light Rail Station,Lingerie Store,Liquor Store,Lounge,Malay Restaurant,Market,Martial Arts School,Massage Studio,Medical Center,Medical Supply Store,Mediterranean Restaurant,Men's Store,Metro Station,Mexican Restaurant,Middle Eastern Restaurant,Miscellaneous Shop,Mobile Phone Shop,Modern European Restaurant,Monument / Landmark,Moroccan Restaurant,Movie Theater,Moving Target,Museum,Music School,Music Store,Music Venue,Nail Salon,National Park,Neighborhood,New American Restaurant,Nightclub,Non-Profit,Noodle House,Nudist Beach,Optical Shop,Organic Grocery,Other Great Outdoors,Outdoor Supply Store,Paintball Field,Pakistani Restaurant,Paper / Office Supplies Store,Park,Pastry Shop,Peking Duck Restaurant,Performing Arts Venue,Persian Restaurant,Pet Store,Pharmacy,Pie Shop,Pilates Studio,Pizza Place,Playground,Plaza,Poke Place,Pool,Pool Hall,Portuguese Restaurant,Poutine Place,Print Shop,Pub,Racecourse,Racetrack,Ramen Restaurant,Record Shop,Recreation Center,Rental Car Location,Residential Building (Apartment / Condo),Restaurant,River,Rock Climbing Spot,Rock Club,Roof Deck,Salad Place,Salon / Barbershop,Sandwich Place,Scenic Lookout,Science Museum,Sculpture Garden,Seafood Restaurant,Shoe Store,Shopping Mall,Skate Park,Skating Rink,Ski Chalet,Smoke Shop,Smoothie Shop,Snack Place,Soccer Field,Soccer Stadium,Soup Place,South American Restaurant,Spa,Speakeasy,Sporting Goods Shop,Sports Bar,Sports Club,Sri Lankan Restaurant,Stadium,Stationery Store,Steakhouse,Street Art,Supermarket,Supplement Shop,Sushi Restaurant,Syrian Restaurant,Szechuan Restaurant,Taco Place,Taiwanese Restaurant,Tapas Restaurant,Tattoo Parlor,Tea Room,Tennis Court,Tennis Stadium,Thai Restaurant,Theater,Theme Park,Theme Park Ride / Attraction,Theme Restaurant,Thrift / Vintage Store,Tibetan Restaurant,Toy / Game Store,Track,Trail,Train Station,Transportation Service,Turkish Restaurant,Udon Restaurant,University,Vegetarian / Vegan Restaurant,Video Game Store,Video Store,Vietnamese Restaurant,Volleyball Court,Warehouse Store,Whisky Bar,Wine Bar,Wings Joint,Women's Store,Xinjiang Restaurant,Yoga Studio,Zoo,Zoo Exhibit
Low,1,Thorncliffe Park,0,0,0.021276595744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638297872341,0,0,0.010638297872341,0,0,0,0.021276595744681,0.031914893617021,0,0,0,0,0,0,0,0,0.021276595744681,0,0,0.010638297872341,0,0,0,0,0,0,0,0.010638297872341,0.021276595744681,0,0.010638297872341,0,0,0.031914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638297872341,0,0.063829787234043,0,0,0,0,0,0,0,0.021276595744681,0,0,0,0,0,0,0.010638297872341,0,0,0.021276595744681,0.010638297872341,0,0,0,0,0,0,0,0,0,0,0,0.031914893617021,0,0,0.010638297872341,0,0,0.010638297872341,0,0,0,0.010638297872341,0,0,0,0,0,0,0,0,0,0,0.010638297872341,0,0,0.031914893617021,0,0,0.010638297872341,0,0,0,0,0,0,0,0.010638297872341,0,0.010638297872341,0.031914893617021,0.010638297872341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031914893617021,0,0,0,0,0.010638297872341,0,0,0.021276595744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638297872341,0,0,0,0,0,0,0,0,0,0,0.010638297872341,0.010638297872341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638297872341,0.031914893617021,0,0,0.010638297872341,0,0.010638297872341,0.010638297872341,0,0,0.010638297872341,0,0,0,0.010638297872341,0,0,0,0,0.010638297872341,0,0,0,0,0,0,0,0.042553191489362,0,0,0,0,0,0,0.053191489361702,0,0.010638297872341,0,0,0,0.010638297872341,0,0.010638297872341,0,0,0.010638297872341,0,0,0,0,0,0,0,0.031914893617021,0.010638297872341,0,0,0,0,0,0,0.021276595744681,0,0.010638297872341,0,0,0,0,0,0,0,0,0,0,0,0,0.010638297872341,0,0,0,0,0,0.010638297872341,0,0,0.021276595744681,0,0,0,0,0,0,0,0.010638297872341,0,0,0,0,0,0.010638297872341,0,0
High,3,"Toronto Dominion Centre, Design Exchange",0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.06,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.01,0,0,0.01,0,0,0.03,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.04,0,0,0,0,0.01,0,0.01,0.01,0,0,0.02,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0,0
Medium,2,"University of Toronto, Harbord",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0.03,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0.11,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0.01,0,0.01,0.03,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0.02,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.02,0,0,0,0.01,0,0,0,0.01,0,0
Low,1,Upper Rouge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low,1,Victoria Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0.017241379310345,0.017241379310345,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0.017241379310345,0,0.103448275862069,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051724137931035,0,0,0,0,0,0,0.017241379310345,0.017241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379310345,0.017241379310345,0,0,0.03448275862069,0.051724137931035,0.03448275862069,0,0,0,0,0,0,0,0,0,0.017241379310345,0,0.017241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03448275862069,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0.017241379310345,0.017241379310345,0,0,0,0.068965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0.017241379310345,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0,0,0,0.017241379310345,0,0.017241379310345,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0.03448275862069,0.017241379310345,0,0,0,0,0,0,0.017241379310345,0,0,0,0.017241379310345,0,0,0,0,0,0,0,0,0,0.017241379310345,0.017241379310345,0,0,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379310345,0,0,0,0,0,0,0,0,0
Medium,2,"West Deane Park, Princess Gardens, Martin Grove, Islington, Cloverdale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555555555556,0,0,0,0,0.055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555555555556,0.055555555555556,0.055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0.055555555555556,0,0,0.055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555555555556,0,0,0,0,0,0,0.055555555555556,0,0,0,0,0,0,0,0.055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555555555556,0,0,0,0,0,0,0,0,0,0.055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low,1,Westmount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0.060606060606061,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0.060606060606061,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0.060606060606061,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0.03030303030303,0,0,0,0.060606060606061,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0.03030303030303,0,0,0.121212121212121,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606060606061,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303030303,0.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium,2,Weston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0,0,0.019607843137255,0.019607843137255,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0.019607843137255,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0.019607843137255,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0.019607843137255,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0.03921568627451,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0.019607843137255,0,0,0.019607843137255,0,0,0.03921568627451,0,0,0,0,0,0,0.019607843137255,0,0,0,0.07843137254902,0.019607843137255,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0.019607843137255,0,0.019607843137255,0.019607843137255,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0.019607843137255,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0.019607843137255,0,0,0.019607843137255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0,0,0,0.058823529411765,0,0,0,0,0,0.019607843137255,0,0.019607843137255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843137255,0,0,0,0.019607843137255,0.03921568627451,0,0,0,0,0,0,0,0.03921568627451,0,0,0,0,0,0,0,0,0,0
Medium,2,"Wexford, Maryvale",0,0,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.057692307692308,0,0,0,0.019230769230769,0,0,0.019230769230769,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0,0.038461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0,0.019230769230769,0,0.038461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0.019230769230769,0,0,0.019230769230769,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0.038461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0.019230769230769,0,0.019230769230769,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0.019230769230769,0,0,0,0.076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0,0.019230769230769,0,0,0.076923076923077,0,0.019230769230769,0,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0.038461538461539,0,0,0,0,0,0,0.038461538461539,0,0,0,0.019230769230769,0,0,0,0,0,0.019230769230769,0,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769,0,0.019230769230769,0,0,0,0,0,0,0,0
Low,1,"Willowdale, Newtonbrook",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054054054054054,0,0,0.013513513513514,0,0,0,0,0,0,0.067567567567568,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0.013513513513514,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0.013513513513514,0.013513513513514,0,0,0,0.013513513513514,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0.013513513513514,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0.013513513513514,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0.027027027027027,0,0,0,0.013513513513514,0,0,0.135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0.013513513513514,0,0,0,0,0,0.013513513513514,0,0,0.013513513513514,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0.054054054054054,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0.027027027027027,0,0.013513513513514,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513513513514,0,0,0,0,0
Low,1,"Willowdale, Willowdale East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.02,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0.01,0,0,0.11,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.04,0,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0.03,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0.01,0,0
Low,1,"Willowdale, Willowdale West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631578947369,0.026315789473684,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0.131578947368421,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631578947369,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631578947369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078947368421053,0,0,0,0,0,0.052631578947369,0,0,0.105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631578947369,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631578947369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789473684,0,0,0,0,0,0,0,0,0,0
Low,1,Woburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0.0625,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0
